,Date,Price
726,2019-10-25,17.93 
727,2019-10-28,17.88 
728,2019-10-29,17.83 
729,2019-10-30,17.87 
730,2019-10-31,18.07 
731,2019-11-01,18.05 
732,2019-11-04,18.07 
733,2019-11-05,17.57 
734,2019-11-06,17.60 
735,2019-11-07,17.01 
736,2019-11-08,16.82 
737,2019-11-11,16.80 
738,2019-11-12,16.69 
739,2019-11-13,16.91 
740,2019-11-14,17.03 
741,2019-11-15,16.95 
742,2019-11-18,17.00 
743,2019-11-19,17.12 
744,2019-11-20,17.12 
745,2019-11-21,17.07 
746,2019-11-22,17.00 
747,2019-11-25,16.89 
748,2019-11-26,17.05 
749,2019-11-27,16.91 
750,2019-11-28,17.11 
751,2019-11-29,17.06 
752,2019-12-02,16.97 
753,2019-12-03,17.25 
754,2019-12-04,16.92 
755,2019-12-05,17.06 
756,2019-12-06,16.60 
757,2019-12-09,16.64 
758,2019-12-10,16.70 
759,2019-12-11,16.85 
760,2019-12-12,16.95 
761,2019-12-13,17.01 
762,2019-12-16,17.11 
763,2019-12-17,17.07 
764,2019-12-18,17.05 
765,2019-12-19,17.15 
766,2019-12-20,17.22 
767,2019-12-23,17.50 
768,2019-12-24,17.85 
769,2019-12-26,17.99 
770,2019-12-27,17.94 
771,2019-12-30,18.00 
772,2019-12-31,17.92 
773,2020-01-02,18.05 
774,2020-01-03,18.15 
775,2020-01-06,18.18 
776,2020-01-07,18.39 
777,2020-01-08,18.17 
778,2020-01-09,17.94 
779,2020-01-10,18.11 
780,2020-01-13,18.00 
781,2020-01-14,17.74 
782,2020-01-15,17.99 
783,2020-01-16,17.94 
784,2020-01-17,18.07 
785,2020-01-20,17.81 
786,2020-01-21,17.81 
787,2020-01-22,17.83 
788,2020-01-23,17.83 
789,2020-01-24,18.11 
790,2020-01-27,18.06 
791,2020-01-28,17.46 
792,2020-01-29,17.49 
793,2020-01-30,17.99 
794,2020-01-31,18.01 
795,2020-02-03,17.67 
796,2020-02-04,17.56 
797,2020-02-05,17.60 
798,2020-02-06,17.82 
799,2020-02-07,17.69 
800,2020-02-10,17.79 
801,2020-02-11,17.60 
802,2020-02-12,17.50 
803,2020-02-13,17.62 
804,2020-02-14,17.73 
805,2020-02-17,18.15 
806,2020-02-18,18.19 
807,2020-02-19,18.31 
808,2020-02-20,18.32 
809,2020-02-21,18.53 
810,2020-02-24,18.88 
811,2020-02-25,18.19 
812,2020-02-26,17.83 
813,2020-02-27,17.74 
814,2020-02-28,16.46 
815,2020-03-02,16.74 
816,2020-03-03,17.19 
